primary_name,type
Calcium chloride/Potassium chloride/Sodium chloride (Injectable),rxterm
Calcium chloride/Potassium chloride/Sodium chloride (Irrigation),rxterm
Calcium chloride/Lactate/Potassium chloride/Sodium chloride (Irrigation),rxterm
"AMINOSYN 3.5 % M, SULFITE FREE (Injectable)",rxterm
Cholecalciferol/Soy protein isolate (Oral Pill),rxterm
ZILACTIN-L COLD SORE LIQUID (Topical),rxterm
Q-SORB CO Q-10 (Oral Pill),rxterm
STRI-DEX (Soap),rxterm
SULPHO-LAC (Soap),rxterm
Selenomethionine (Oral Pill),rxterm
SURVANTA (Intratracheal),rxterm
DR. SMITH'S RASH-N-ALL (Topical),rxterm
ZILACTIN COLD SORE (Oral Gel),rxterm
Salicylic acid (Pack),rxterm
TRI-VI-SOL (Oral Liquid),rxterm
VIMPAT 2 WEEK STARTER KIT (Pack),rxterm
Sildenafil (Injectable),rxterm
Benzoyl peroxide/Salicylic acid (Pack),rxterm
Ascorbic acid/Beta carotene/Cuprous oxide/Lutein/Sodium selenate/Vitamin E/Zinc oxide (Oral Pill),rxterm
SUMMER'S EVE MEDICATED (Vaginal),rxterm
Potassium chloride/Sodium chloride (Oral Pill),rxterm
Sotalol (Injectable),rxterm
Carglumic acid (Oral Suspension Tablet),rxterm
CARBAGLU (Oral Suspension Tablet),rxterm
SILENOR (Oral Pill),rxterm
Chia seed oil (Oral Pill),rxterm
Loperamide/Simethicone (Chewable),rxterm
Loperamide/Simethicone (Oral Pill),rxterm
DI-DAK-SOL (Topical),rxterm
Calcium ascorbate/Ferrous asparto glycinate/Polysaccharide iron complex/Succinic acid (Oral Pill),rxterm
STAXYN (Oral Disintegrating),rxterm
Iron succinyl milk protein complex (Oral Liquid),rxterm
Sipuleucel-T (Injectable),rxterm
SOJOURN (Inhalant),rxterm
ACNEVIR (Soap),rxterm
CRUEX PRESCRIPTION STRENGTH (Topical),rxterm
Dodecyl sulfate/Oxyquinoline (Vaginal),rxterm
TRIMO SAN (Vaginal),rxterm
PREVIDENT 5000 SENSITIVE (Toothpaste),rxterm
Ascorbic acid/Ferrous fumarate/Folic acid/Liver stomach concentrate/Vitamin B12 (Oral Pill),rxterm
LEVO-T (Oral Pill),rxterm
CLEOCIN-T (Topical),rxterm
Stavudine (Oral Pill),rxterm
IONIL T (Shampoo),rxterm
Sipuleucel-T (Injectable),rxterm
ALA SEB T (Shampoo),rxterm
X-SEB T PLUS (Shampoo),rxterm
X-SEB T PEARL (Shampoo),rxterm
B-CARO-T (Oral Pill),rxterm
Levothyroxine (Oral Pill),rxterm
TOPROL XR (Oral Pill),rxterm
TENORMIN (Oral Pill),rxterm
hydroCHLOROthiazide/Triamterene (Oral Pill),rxterm
traMADol (Oral Pill),rxterm
TRICOR (Oral Pill),rxterm
Sulfamethoxazole/Trimethoprim (Oral Pill),rxterm
TIAZAC XR (Oral Pill),rxterm
TAZTIA XR (Oral Pill),rxterm
traZODone (Oral Pill),rxterm
Tamsulosin (Oral Pill),rxterm
TAMIFLU (Oral Pill),rxterm
TYLENOL WITH CODEINE (Oral Pill),rxterm
TRI-SPRINTEC 28 DAY (Pack),rxterm
Topiramate (Oral Pill),rxterm
TOPAMAX (Oral Pill),rxterm
TRINESSA 28 DAY (Pack),rxterm
Tadalafil (Oral Pill),rxterm
BACTROBAN (Topical),rxterm
Mupirocin (Topical),rxterm
K-TAB XR (Oral Pill),rxterm
tiZANidine (Oral Pill),rxterm
CENTANY (Topical),rxterm
Betamethasone/Clotrimazole (Topical),rxterm
Estradiol (Transdermal),rxterm
Benzoyl peroxide/Clindamycin (Topical),rxterm
Tiotropium (Inhalant),rxterm
BENZACLIN (Topical),rxterm
TRILIPIX (Oral Pill),rxterm
Clobetasol (Topical),rxterm
hydroCHLOROthiazide/Telmisartan (Oral Pill),rxterm
Terazosin (Oral Pill),rxterm
Travoprost (Ophthalmic),rxterm
TRAVATAN (Ophthalmic),rxterm
ORTHO TRI-CYCLEN LO 28 DAY (Pack),rxterm
Temazepam (Oral Pill),rxterm
VIVELLE (Transdermal),rxterm
Clindamycin (Topical),rxterm
Thyroid (USP) (Oral Pill),rxterm
Tolterodine XR (Oral Pill),rxterm
ARMOUR THYROID (Oral Pill),rxterm
fentaNYL (Transdermal),rxterm
metroNIDAZOLE (Topical),rxterm
TENORETIC (Oral Pill),rxterm
TEMOVATE (Topical),rxterm
Telmisartan (Oral Pill),rxterm
TESSALON PERLES (Oral Pill),rxterm
Ketoconazole (Topical),rxterm
Tretinoin (Topical),rxterm
TRANDATE (Oral Pill),rxterm
KURIC (Topical),rxterm
DIFFERIN (Topical),rxterm
Adapalene (Topical),rxterm
Nitroglycerin (Sublingual),rxterm
RETIN-A (Topical),rxterm
Terbinafine (Oral Pill),rxterm
TOBRADEX (Ophthalmic),rxterm
dexAMETHasone/Tobramycin (Ophthalmic),rxterm
Acetaminophen/traMADol (Oral Pill),rxterm
Sulfamethoxazole/Trimethoprim (Oral Liquid),rxterm
TRI-LO-SPRINTEC 28 DAY (Pack),rxterm
TRILEPTAL (Oral Pill),rxterm
Fluocinonide (Topical),rxterm
Diclofenac (Topical),rxterm
Mometasone (Topical),rxterm
Betamethasone (Topical),rxterm
CLINDAMAX (Topical),rxterm
Tamoxifen (Oral Pill),rxterm
Nystatin (Topical),rxterm
Terconazole (Vaginal),rxterm
Desonide (Topical),rxterm
Polymyxin B/Trimethoprim (Ophthalmic),rxterm
ORTHO TRI-CYCLEN 28 DAY (Pack),rxterm
DESOWEN (Topical),rxterm
ALORA (Transdermal),rxterm
CLIMARA (Transdermal),rxterm
Tacrolimus (Oral Pill),rxterm
Torsemide (Oral Pill),rxterm
TRIVORA 28 DAY (Pack),rxterm
Acyclovir (Topical),rxterm
ZOVIRAX (Topical),rxterm
Hydrocortisone (Topical),rxterm
Ciclopirox (Topical),rxterm
silver sulfADIAZINE (Topical),rxterm
SSD (Topical),rxterm
SILVADENE (Topical),rxterm
THERMAZENE (Topical),rxterm
METROGEL (Topical),rxterm
Efavirenz/Emtricitabine/Tenofovir disoproxil (Oral Pill),rxterm
Tetracycline (Oral Pill),rxterm
TOPICORT (Topical),rxterm
Desoximetasone (Topical),rxterm
VOLTAREN (Topical),rxterm
TRETIN X (Topical),rxterm
Imiquimod (Topical),rxterm
ALDARA (Topical),rxterm
Econazole (Topical),rxterm
TOBREX (Ophthalmic),rxterm
Tobramycin (Ophthalmic),rxterm
TAVIST NON-SEDATING (Oral Pill),rxterm
Timolol (Ophthalmic),rxterm
TIMOPTIC (Ophthalmic),rxterm
Tazarotene (Topical),rxterm
TAZORAC (Topical),rxterm
Scopolamine (Transdermal),rxterm
TRANSDERM SCOP (Transdermal),rxterm
Fluorouracil (Topical),rxterm
Emtricitabine/Tenofovir disoproxil (Oral Pill),rxterm
TRUVADA (Oral Pill),rxterm
CHANTIX FIRST MONTH OF THERAPY (Pack),rxterm
THALITONE (Oral Pill),rxterm
TEGRETOL (Oral Pill),rxterm
Methylphenidate (Transdermal),rxterm
DAYTRANA (Transdermal),rxterm
Permethrin (Topical),rxterm
ACTICIN (Topical),rxterm
ELIMITE (Topical),rxterm
CLINDAGEL (Topical),rxterm
Fluticasone (Topical),rxterm
CUTIVATE (Topical),rxterm
OLUX (Topical),rxterm
METROCREAM (Topical),rxterm
Brimonidine/Timolol (Ophthalmic),rxterm
CHANTIX CONTINUING MONTHS OF THERAPY (Pack),rxterm
TRILYTE (Oral Solution Powder),rxterm
traMADol XR (Oral Pill),rxterm
PROTOPIC (Topical),rxterm
Tacrolimus (Topical),rxterm
Urea (Topical),rxterm
Adapalene/Benzoyl peroxide (Topical),rxterm
EPIDUO (Topical),rxterm
DIPROLENE (Topical),rxterm
Lidocaine/Prilocaine (Topical),rxterm
Aluminum chloride (Topical),rxterm
FLECTOR (Topical),rxterm
DRYSOL (Topical),rxterm
ELIDEL (Topical),rxterm
Pimecrolimus (Topical),rxterm
Trandolapril/Verapamil XR (Oral Pill),rxterm
Triazolam (Oral Pill),rxterm
TRIDESILON (Topical),rxterm
Clindamycin/Tretinoin (Topical),rxterm
ZIANA (Topical),rxterm
Halobetasol (Topical),rxterm
TEGRETOL XR (Oral Pill),rxterm
Nitroglycerin (Transdermal),rxterm
NITRO-DUR (Transdermal),rxterm
AVITA (Topical),rxterm
NYSTOP (Topical),rxterm
NYAMYC (Topical),rxterm
BENZAMYCIN (Topical),rxterm
Benzoyl peroxide/Erythromycin (Topical),rxterm
Dapsone (Topical),rxterm
ACZONE (Topical),rxterm
Estradiol (Topical),rxterm
LOPROX (Topical),rxterm
TYLENOL (Oral Pill),rxterm
CARAC (Topical),rxterm
CLOBEX (Topical),rxterm
Naftifine (Topical),rxterm
NAFTIN (Topical),rxterm
Betamethasone/Calcipotriene (Topical),rxterm
TACLONEX (Topical),rxterm
DEL-BETA (Topical),rxterm
Loteprednol etabonate/Tobramycin (Ophthalmic),rxterm
REFISSA (Topical),rxterm
Theophylline XR (Oral Pill),rxterm
Rivastigmine (Transdermal),rxterm
EXELON (Transdermal),rxterm
Lactate (Topical),rxterm
Calcipotriene (Topical),rxterm
NYDAMAX (Topical),rxterm
Sodium fluoride (Toothpaste),rxterm
FLUORIDEX (Toothpaste),rxterm
PREVIDENT (Toothpaste),rxterm
DENTA 5000 PLUS (Toothpaste),rxterm
EMEND TRI-FOLD PACK (Pack),rxterm
DENAVIR (Topical),rxterm
Penciclovir (Topical),rxterm
Erythromycin (Topical),rxterm
EFUDEX (Topical),rxterm
Tenofovir disoproxil (Oral Pill),rxterm
LAC-HYDRIN (Topical),rxterm
Trandolapril (Oral Pill),rxterm
TREXIMET (Oral Pill),rxterm
OXISTAT (Topical),rxterm
Oxiconazole (Topical),rxterm
Salicylic acid (Topical),rxterm
Abacavir/lamiVUDine (Oral Pill),rxterm
ERY-TAB (Oral Pill),rxterm
EVOCLIN (Topical),rxterm
ACANYA (Topical),rxterm
DOVONEX (Topical),rxterm
Tinidazole (Oral Pill),rxterm
TINDAMAX (Oral Pill),rxterm
Trospium XR (Oral Pill),rxterm
Alclometasone (Topical),rxterm
EVAMIST (Topical),rxterm
TRUSOPT (Ophthalmic),rxterm
ULTRAVATE (Topical),rxterm
lamiVUDine/Zidovudine (Oral Pill),rxterm
Retapamulin (Topical),rxterm
ALTABAX (Topical),rxterm
METROLOTION (Topical),rxterm
SALACYN (Topical),rxterm
TOVIAZ XR (Oral Pill),rxterm
Estradiol/Levonorgestrel (Transdermal),rxterm
CLIMARA PRO (Transdermal),rxterm
Tolterodine (Oral Pill),rxterm
Potassium nitrate/Sodium fluoride (Toothpaste),rxterm
FLUORIDEX DAILY DEFENSE SENSITIVITY (Toothpaste),rxterm
TIKOSYN (Oral Pill),rxterm
VANOS (Topical),rxterm
ATRALIN (Topical),rxterm
TRANXENE (Oral Pill),rxterm
Tapentadol (Oral Pill),rxterm
Diflorasone (Topical),rxterm
TRILEPTAL (Oral Liquid),rxterm
oxyBUTYnin (Transdermal),rxterm
OXYTROL (Transdermal),rxterm
Testosterone (Injectable),rxterm
Benzoyl peroxide (Topical),rxterm
ESTROGEL (Topical),rxterm
ELESTRIN (Topical),rxterm
Clotrimazole (Topical),rxterm
Trihexyphenidyl (Oral Pill),rxterm
GERI-HYDROLAC (Topical),rxterm
AMLACTIN (Topical),rxterm
LACLOTION (Topical),rxterm
ACLOVATE (Topical),rxterm
Podofilox (Topical),rxterm
LOTRIMIN (Topical),rxterm
CRUEX ANTIFUNGAL (Topical),rxterm
Flurandrenolide (Topical),rxterm
CORDRAN (Topical),rxterm
NORITATE (Topical),rxterm
Nicotine (Transdermal),rxterm
HABITROL (Transdermal),rxterm
NICODERM C-Q (Transdermal),rxterm
Sertaconazole (Topical),rxterm
ERTACZO (Topical),rxterm
Trimethoprim (Oral Pill),rxterm
TYCOLENE (Oral Pill),rxterm
TACTINAL (Oral Pill),rxterm
TRI-PREVIFEM 28 DAY (Pack),rxterm
Calcitriol (Topical),rxterm
VECTICAL (Topical),rxterm
TEMODAR (Oral Pill),rxterm
Temozolomide (Oral Pill),rxterm
Nitroglycerin (Mucosal),rxterm
Trimethobenzamide (Oral Pill),rxterm
Miconazole/Petrolatum/Zinc oxide (Topical),rxterm
VUSION (Topical),rxterm
LaMICtal (Oral Suspension Tablet),rxterm
lamoTRIgine (Oral Suspension Tablet),rxterm
NATURE-THROID (Oral Pill),rxterm
THERAMYCIN (Topical),rxterm
TYLENOL (Oral Liquid),rxterm
Clocortolone (Topical),rxterm
CLODERM (Topical),rxterm
Terbutaline (Oral Pill),rxterm
Collagenase (Topical),rxterm
Gentamicin (Topical),rxterm
SENNA-TIME (Oral Pill),rxterm
TRIZIVIR (Oral Pill),rxterm
Abacavir/lamiVUDine/Zidovudine (Oral Pill),rxterm
lamiVUDine (Oral Pill),rxterm
PSORCON (Topical),rxterm
APEXICON (Topical),rxterm
Trifluridine (Ophthalmic),rxterm
CORTAID (Topical),rxterm
TRACLEER (Oral Pill),rxterm
Hydrocortisone/Iodoquinol (Topical),rxterm
CORTIZONE (Topical),rxterm
DERMAZENE (Topical),rxterm
SOLARAZE (Topical),rxterm
EMGEL (Topical),rxterm
ERYGEL (Topical),rxterm
EMCIN CLEAR (Topical),rxterm
ERY (Topical),rxterm
DEPO-TESTOSTERONE (Injectable),rxterm
EXTINA (Topical),rxterm
Malathion (Topical),rxterm
OVIDE (Topical),rxterm
Ticlopidine (Oral Pill),rxterm
NITRO-BID (Topical),rxterm
Nitroglycerin (Topical),rxterm
Trospium (Oral Pill),rxterm
ALA-CORT (Topical),rxterm
CALDECORT (Topical),rxterm
DERMTEX HC (Topical),rxterm
GYNECORT (Topical),rxterm
MARTEN-TAB (Oral Pill),rxterm
CONDYLOX (Topical),rxterm
VERDESO (Topical),rxterm
Thiothixene (Oral Pill),rxterm
Nitroglycerin XR (Oral Pill),rxterm
SALVAX (Topical),rxterm
Timolol (Oral Pill),rxterm
Isopropyl alcohol (Topical),rxterm
Prednicarbate (Topical),rxterm
Thalidomide (Oral Pill),rxterm
THALOMID (Oral Pill),rxterm
HYDRO 40 (Topical),rxterm
UMECTA (Topical),rxterm
Formaldehyde (Topical),rxterm
FORMADON (Topical),rxterm
oxyBUTYnin (Topical),rxterm
GELNIQUE (Topical),rxterm
Botulinum toxin type A (Injectable),rxterm
Tobramycin (Inhalant),rxterm
TOBI (Inhalant),rxterm
MENOSTAR (Transdermal),rxterm
"LaMICtal ORANGE (FOR PATIENTS NOT TAKING carBAMazepine, PHENYTOIN, PHENobarbital, PRIMIDONE, OR rifAMPin AND NOT TAKING VALPROATE) (Pack)",rxterm
BENZAC (Topical),rxterm
CORTISPORIN-TC (Otic),rxterm
Triamterene (Oral Pill),rxterm
REMEVEN (Topical),rxterm
LACTINOL (Topical),rxterm
TREXALL (Oral Pill),rxterm
Trifluoperazine (Oral Pill),rxterm
DESQUAM (Topical),rxterm
TUSSIGON (Oral Pill),rxterm
LATRIX (Topical),rxterm
Tranylcypromine (Oral Pill),rxterm
Selegiline (Transdermal),rxterm
EMSAM (Transdermal),rxterm
Crotamiton (Topical),rxterm
EURAX (Topical),rxterm
Thioridazine (Oral Pill),rxterm
Tolmetin (Oral Pill),rxterm
Capsaicin (Topical),rxterm
TEGRETOL (Oral Liquid),rxterm
TYSABRI (Injectable),rxterm
CLEARPLEX (Topical),rxterm
SOLUCLENZ (Topical),rxterm
Amcinonide (Topical),rxterm
XOLEGEL (Topical),rxterm
Deferasirox (Oral Suspension Tablet),rxterm
EXJADE (Oral Suspension Tablet),rxterm
URAMAXIN (Topical),rxterm
TYKERB (Oral Pill),rxterm
Halcinonide (Topical),rxterm
HALOG (Topical),rxterm
SCOT-TUSSIN (Oral Liquid),rxterm
DIABETIC TUSSIN EX (Oral Liquid),rxterm
SAVELLA 4-WEEK TITRATION (Pack),rxterm
XERAC AC (Topical),rxterm
FIBER TAB (Oral Pill),rxterm
Sulconazole (Topical),rxterm
EXELDERM (Topical),rxterm
FLUOROPLEX (Topical),rxterm
VANOXIDE-HC (Topical),rxterm
Benzoyl peroxide/Hydrocortisone (Topical),rxterm
Ethyl chloride (Topical),rxterm
Granisetron (Transdermal),rxterm
SANCUSO (Transdermal),rxterm
TUMS (Chewable),rxterm
KERALYT (Topical),rxterm
THE MAGIC BULLET (Rectal),rxterm
Trimethoprim (Oral Liquid),rxterm
REBIF TITRATION (Pack),rxterm
HELIDAC THERAPY (Pack),rxterm
ZOSTRIX (Topical),rxterm
"Diphtheria toxoid vaccine, inactivated/Tetanus toxoid vaccine, inactivated (Injectable)",rxterm
PERSA-GEL (Topical),rxterm
ACNE-CLEAR (Topical),rxterm
REGRANEX (Topical),rxterm
Becaplermin (Topical),rxterm
Selenium sulfide (Topical),rxterm
Cadexomer iodine (Topical),rxterm
Hydroquinone (Topical),rxterm
Thiamine (Oral Pill),rxterm
IODOSORB (Topical),rxterm
TOLECTIN 600 (Oral Pill),rxterm
Sinecatechins (Topical),rxterm
VEREGEN (Topical),rxterm
TENUATE (Oral Pill),rxterm
Hydrocortisone/Pramoxine (Topical),rxterm
EPIFOAM (Topical),rxterm
Terbinafine (Topical),rxterm
LamISIL (Topical),rxterm
DERMATOP (Topical),rxterm
Benzoyl peroxide/Sulfur (Topical),rxterm
NUOX (Topical),rxterm
Tetrabenazine (Oral Pill),rxterm
TASIGNA (Oral Pill),rxterm
PROCTO-PAK (Topical),rxterm
Tobramycin (Injectable),rxterm
Tipranavir (Oral Pill),rxterm
NAMENDA 49 TITRATION PACK (Pack),rxterm
INOVA (Topical),rxterm
NUCORT (Topical),rxterm
SCALACORT (Topical),rxterm
ALA-SCALP (Topical),rxterm
Salmonella typhi Ty21a live antigen (Oral Pill),rxterm
ZOSTRIX SPORTS (Topical),rxterm
Trimipramine (Oral Pill),rxterm
MENTHAC ARTHRITIS CREAM WITH CAPSAICIN (Topical),rxterm
HYDRO 35 (Topical),rxterm
TARGRETIN (Oral Pill),rxterm
Levothyroxine/Liothyronine (Oral Pill),rxterm
THYROLAR (Oral Pill),rxterm
TAGAMET (Oral Pill),rxterm
Tretinoin (Oral Pill),rxterm
NEOBENZ MICRO (Topical),rxterm
lamiVUDine (Oral Liquid),rxterm
Tiopronin (Oral Pill),rxterm
THIOLA (Oral Pill),rxterm
Tropicamide (Ophthalmic),rxterm
Toremifene (Oral Pill),rxterm
Trihexyphenidyl (Oral Liquid),rxterm
TASMAR (Oral Pill),rxterm
Tolcapone (Oral Pill),rxterm
ZYCLARA (Topical),rxterm
TRI-PAK (Pack),rxterm
Trientine (Oral Pill),rxterm
Piperacillin/Tazobactam (Injectable),rxterm
Testosterone (Implant),rxterm
TESTOPEL (Implant),rxterm
TOLAZamide (Oral Pill),rxterm
TABLOID (Oral Pill),rxterm
Thioguanine (Oral Pill),rxterm
Bexarotene (Topical),rxterm
TARGRETIN (Topical),rxterm
LITTLE TUMMYS (Oral Liquid),rxterm
NUZON (Topical),rxterm
Theophylline (Oral Liquid),rxterm
Anthralin (Topical),rxterm
DRITHOCREME (Topical),rxterm
MICANOL (Topical),rxterm
Tioconazole (Vaginal),rxterm
Treprostinil (Injectable),rxterm
Z TUSS AC (Oral Liquid),rxterm
Iodine/Potassium iodide (Topical),rxterm
Coal tar (Topical),rxterm
Tigecycline (Injectable),rxterm
TYGACIL (Injectable),rxterm
LaMICtal ODT ORANGE PATIENT TITRATION KIT (FOR PATIENTS NOT TAKING ENZYME-INDUCING DRUGS OR VALPROATE) (Pack),rxterm
LaMICtal BLUE (FOR PATIENTS TAKING VALPROATE) (Pack),rxterm
"LAMICTAL GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR RIFAMPIN AND NOT TAKING VALPROATE) (Pack)",rxterm
VANIQA (Topical),rxterm
Eflornithine (Topical),rxterm
TAZICEF (Injectable),rxterm
Aloe polysaccharide/Iodoquinol (Topical),rxterm
Petrolatum (Topical),rxterm
SOOTHE & COOL MOISTURE BARRIER (Topical),rxterm
ILEX SKIN (Topical),rxterm
UNI SALVE (Topical),rxterm
VASELINE (Topical),rxterm
Methadone (Oral Suspension Tablet),rxterm
METHADOSE (Oral Suspension Tablet),rxterm
amLODIPine/Telmisartan (Oral Pill),rxterm
TWYNSTA (Oral Pill),rxterm
BENZEFOAM (Topical),rxterm
SARNOL-HC (Topical),rxterm
CLEARSKIN (Topical),rxterm
Trichloroacetate (Topical),rxterm
TRI-CHLOR (Topical),rxterm
CARMOL (Topical),rxterm
GORMEL (Topical),rxterm
UREACIN-20 (Topical),rxterm
DUOFILM (Topical),rxterm
Docosanol (Topical),rxterm
ABREVA (Topical),rxterm
Topotecan (Oral Pill),rxterm
TEXACORT (Topical),rxterm
RENOVA (Topical),rxterm
TEMPRA QUICKLETS (Chewable),rxterm
Triptorelin (Injectable),rxterm
TRELSTAR (Injectable),rxterm
Aminolevulinate (Topical),rxterm
LEVULAN (Topical),rxterm
Povidone-iodine (Topical),rxterm
BETADINE (Topical),rxterm
CLINIDINE (Topical),rxterm
Thiamine (Injectable),rxterm
LamISIL DEFENSE (Topical),rxterm
Tolnaftate (Topical),rxterm
TINACTIN (Topical),rxterm
Lidocaine/Tetracaine (Topical),rxterm
SYNERA (Topical),rxterm
DEL-AQUA (Topical),rxterm
Treprostinil (Inhalant),rxterm
TYVASO (Inhalant),rxterm
TOPOSAR (Injectable),rxterm
Trimethobenzamide (Injectable),rxterm
TIGAN (Injectable),rxterm
TAVIST (Oral Pill),rxterm
Topotecan (Injectable),rxterm
Zinc oxide (Topical),rxterm
Calamine/Zinc oxide (Topical),rxterm
Tolvaptan (Oral Pill),rxterm
ALA-QUIN (Topical),rxterm
Clioquinol/Hydrocortisone (Topical),rxterm
SULFAMYLON (Topical),rxterm
Mafenide (Topical),rxterm
Sulfamethoxazole/Trimethoprim (Injectable),rxterm
LACTICARE (Topical),rxterm
Terbutaline (Injectable),rxterm
Hypochlorite (Topical),rxterm
CAPZASIN-P (Topical),rxterm
POLYSPORIN (Topical),rxterm
Bacitracin/Polymyxin B (Topical),rxterm
PANRETIN (Topical),rxterm
Alitretinoin (Topical),rxterm
TEGRIN-LT SHAMPOO (Shampoo),rxterm
IODOFLEX (Topical),rxterm
ULTRA MIDE (Topical),rxterm
Purified protein derivative of tuberculin (Injectable),rxterm
TUBERSOL (Injectable),rxterm
Castor oil/Peruvian balsam/Trypsin (Topical),rxterm
OPTASE (Topical),rxterm
Camphor/Menthol (Topical),rxterm
DERMASARRA (Topical),rxterm
"LaMICtal XR ORANGE PATIENT TITRATION KIT (FOR PATIENTS NOT TAKING carBAMazepine, PHENYTOIN, PHENobarbital, PRIMIDONE, OR VALPROATE) (Pack)",rxterm
LaMICtal ODT GREEN TITRATION KIT (FOR PATIENTS TAKING ENZYME-INDUCING DRUGS AND NOT TAKING VALPROATE) (Pack),rxterm
FUNGI-GUARD (Topical),rxterm
ABSORBINE JR. ANTIFUNGAL (Topical),rxterm
Dexpanthenol/Niacinamide/Riboflavin/Thiamine/Vitamin B6 (Injectable),rxterm
DESITIN (Topical),rxterm
LaMICtal ODT BLUE PATIENT TITRATION KIT (FOR PATIENTS TAKING VALPROATE) (Pack),rxterm
Salicylic acid/Thiosulfate (Topical),rxterm
EXODERM (Topical),rxterm
VERSICLEAR (Topical),rxterm
Tetracaine (Topical),rxterm
PONTOCAINE (Topical),rxterm
Thiosulfate (Injectable),rxterm
EXCEDRIN TENSION HEADACHE (Oral Pill),rxterm
"LaMICtal XR GREEN PATIENT TITRATION KIT (FOR PATIENTS TAKING carBAMazepine, PHENYTOIN, PHENobarbital, OR PRIMIDONE, AND NOT TAKING VALPROATE) (Pack)",rxterm
TEARS NATURALE FORTE (Ophthalmic),rxterm
FANAPT TITRATION PACK (Pack),rxterm
Resorcinol (Topical),rxterm
TRIPTONE (Oral Pill),rxterm
R A ACNE (Topical),rxterm
CAPZASIN-HP (Topical),rxterm
TRIBENZOR (Oral Pill),rxterm
Dimethicone/Miconazole/Zinc oxide (Topical),rxterm
Doxepin (Topical),rxterm
PRUDOXIN (Topical),rxterm
ZONALON (Topical),rxterm
Dimethicone (Topical),rxterm
Sulfacetamide (Topical),rxterm
Sulfacetamide/Sulfur (Topical),rxterm
AVAR (Topical),rxterm
SUMAXIN (Topical),rxterm
Fibrinogen/Thrombin (Topical),rxterm
TACHOSIL (Topical),rxterm
CLINPRO 5000 (Toothpaste),rxterm
OVACE (Topical),rxterm
KLARON (Topical),rxterm
Lidocaine (Topical),rxterm
Menthol (Topical),rxterm
LIDODERM (Topical),rxterm
TEKTURNA HCT (Oral Pill),rxterm
TEKTURNA (Oral Pill),rxterm
SOLARCAINE (Topical),rxterm
Benzalkonium/Lidocaine (Topical),rxterm
Benzethonium/Lidocaine (Topical),rxterm
STAPHASEPTIC (Topical),rxterm
XYLOCAINE (Topical),rxterm
THRIVE (Chewable),rxterm
BACTINE (Topical),rxterm
Hydrocortisone/Lidocaine (Topical),rxterm
REGENECARE (Topical),rxterm
CALCITRENE (Topical),rxterm
Triamcinolone (Topical),rxterm
ALLER-TEC D XR (Oral Pill),rxterm
ALLER-TEC (Oral Liquid),rxterm
SORILUX (Topical),rxterm
Benzalkonium (Topical),rxterm
Capsaicin/Lidocaine/Menthol/Methyl salicylate (Topical),rxterm
Benzocaine/Menthol (Topical),rxterm
Lanolin (Topical),rxterm
LANTISEPTIC (Topical),rxterm
Starch/Zinc oxide (Topical),rxterm
CALDESENE (Topical),rxterm
Corn starch (Topical),rxterm
SOOTHE & COOL POWDER (Topical),rxterm
CEPACOL SORE THROAT PLUS COUGH (Oral Lozenge),rxterm
SCALPICIN ITCH RELIEF (Topical),rxterm
Ethanol (Topical),rxterm
Pramoxine (Topical),rxterm
VAGISIL WIPES (Topical),rxterm
QUTENZA (Topical),rxterm
TEFLARO (Injectable),rxterm
STOPAIN (Topical),rxterm
Bimatoprost (Topical),rxterm
LATISSE (Topical),rxterm
ALOE VESTA SKIN CONDITIONER (Topical),rxterm
Azelate (Topical),rxterm
Benzethonium (Topical),rxterm
Dimethicone/Petrolatum (Topical),rxterm
MENTHOLATUM (Topical),rxterm
AQUANIL HC (Topical),rxterm
BETA-HC (Topical),rxterm
PERFORM (Topical),rxterm
BIOFREEZE (Topical),rxterm
Tetrahydrozoline/Zinc sulfate (Ophthalmic),rxterm
PSORIASIN (Topical),rxterm
CAPZASIN QUICK RELIEF (Topical),rxterm
Eucalyptol/Menthol/Methyl salicylate/Thymol (Mouthwash),rxterm
Mineral oil (Topical),rxterm
FINACEA (Topical),rxterm
AZELEX (Topical),rxterm
Menthol/Methyl salicylate (Topical),rxterm
Tesamorelin (Injectable),rxterm
NEUTRAPHOR (Topical),rxterm
COOL BOTTOMS (Topical),rxterm
Allantoin (Topical),rxterm
CHLORASEPTIC SORE THROAT + COUGH (Oral Lozenge),rxterm
FUNGICURE SOLUTION (Topical),rxterm
CHLORASEPTIC SORE THROAT (Oral Lozenge),rxterm
Monofluorophosphate (Toothpaste),rxterm
Trolamine salicylate (Topical),rxterm
Benzethonium/Dyclonine (Topical),rxterm
Petrolatum/Zinc oxide (Topical),rxterm
Benzethonium/Benzocaine (Topical),rxterm
Benzalkonium/Pramoxine (Topical),rxterm
CALAGEL (Topical),rxterm
TOPICALE (Oral Gel),rxterm
TOPICALE (Oral Ointment),rxterm
PRONTO PLUS LICE EGG REMOVER (Topical),rxterm
diphenhydrAMINE (Topical),rxterm
BENADRYL (Topical),rxterm
Camphor/Menthol/Petrolatum (Topical),rxterm
BOROLEUM (Topical),rxterm
Undecylenate (Topical),rxterm
ANBESOL COLD SORE THERAPY (Topical),rxterm
Lactate/Urea (Topical),rxterm
Tetrahydrozoline (Ophthalmic),rxterm
AQUAPHOR (Topical),rxterm
